SET 1,SET 2,SET 3,SET 4,SET 5,Jogadora,Time,Partida,Vencedor,Serviço Err,Serviço Ace,Recepção Tot,Recepção Err,Ataque Exc.,Ataque Err,Ataque Blk,Bloqueio Pts,Fase,Cat,Jogo,VV
,,*,,,LUIZA VICENTE,ITAMBÉ MINAS,FLUMINENSE x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,,,,,classificatoria,turno,14,0
,,*,,,PRISCILA SOUZA,ITAMBÉ MINAS,FLUMINENSE x ITAMBÉ MINAS,ITAMBÉ MINAS,,,3,1,,,,,classificatoria,turno,14,0
*,*,*,*,*,LEIA  SILVA (L),ITAMBÉ MINAS,FLUMINENSE x ITAMBÉ MINAS,ITAMBÉ MINAS,,,24,,,,,,classificatoria,turno,14,0
3,3,3,*,*,DANIELLE CUTTINO,ITAMBÉ MINAS,FLUMINENSE x ITAMBÉ MINAS,ITAMBÉ MINAS,2,,,,5,2,2,2,classificatoria,turno,14,0
,1,6,,,MARA LEÃO,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,6,1,1,,classificatoria,turno,15,0
1,2,1,,,DANIELLE LINS,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,2,,,,2,,,,classificatoria,turno,15,1
2,3,,,,SUELLE OLIVEIRA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,1,10,,8,1,1,,classificatoria,turno,15,0
6,,,,,ADENIZIA FERREIRA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,3,,,1,classificatoria,turno,15,0
*,*,*,,,NYEME NUNES (L),SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,14,1,,,,,classificatoria,turno,15,0
*,,4,,,PAMELA SANABIO,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,,4,1,6,1,3,,classificatoria,turno,15,0
*,,,,,LETICIA LINHARES,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,,,,,classificatoria,turno,15,0
,,3,,,MAYHARA SILVA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,1,,,3,classificatoria,turno,15,0
,,*,,,LETICIA GOMES (L),SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,,,,,classificatoria,turno,15,0
4,5,,,,NIA REED,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,1,,,7,,1,,classificatoria,turno,15,0
5,,5,,,DRUSSYLA COSTA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,1,11,,8,,,,classificatoria,turno,15,0
3,4,,,,MAYANY SOUZA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,1,,,5,1,,2,classificatoria,turno,15,0
,6,2,,,THAISINHA SOUZA,SESI VOLEI BAURU,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,2,,19,1,6,2,3,,classificatoria,turno,15,0
4,4,,,,BEATRIZ FERNANDES DOS SANTOS,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,,,,2,,,1,classificatoria,turno,15,0
*,,,,,NICOLE BLEY TEMPASS,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,,,,,,,classificatoria,turno,15,0
2,2,2,,,IZADORA STEDILE,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,29,2,9,1,3,1,classificatoria,turno,15,0
6,6,6,,,VALESKA SANTOS MENEZES,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,1,,1,,,3,classificatoria,turno,15,0
5,*,4,,,GABRIELLA ALEXANDRA GUEDES,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,3,5,1,8,3,1,1,classificatoria,turno,15,0
*,5,5,,,NELMAIRA CAROLINA VALDEZ,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,21,,6,1,1,,classificatoria,turno,15,0
1,1,1,,,CALI TORI THOMPSON,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,1,,,,2,,,,classificatoria,turno,15,0
3,3,3,,,MELISSA RANGEL PAEZ,CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,2,,2,,3,1,1,3,classificatoria,turno,15,0
*,*,*,,,TASSIA STHAEL (L),CURITIBA VÔLEI,SESI VOLEI BAURU x CURITIBA VÔLEI,SESI VOLEI BAURU,,,12,1,,,,,classificatoria,turno,15,0
*,*,,,,ROSELY NOGUEIRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,,,,,,,classificatoria,turno,16,0
2,2,2,2,,CAROLINA LEITE,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,3,2,,,1,,,3,classificatoria,turno,16,0
5,5,5,5,,EDINARA BRANCHER,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,1,2,1,9,5,,4,classificatoria,turno,16,0
4,4,4,4,,DANIELE OLIVEIRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,1,,,,8,1,,6,classificatoria,turno,16,1
6,6,6,6,,TALIA COSTA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,1,,11,,6,1,2,,classificatoria,turno,16,0
*,*,*,*,,ERICA MOTTA LIMA (L),ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,33,2,,,,,classificatoria,turno,16,0
*,*,,*,,CAMILA MESQUITA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,1,,2,2,,,classificatoria,turno,16,0
3,3,3,3,,SONALY CIDRÃO,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,2,,27,,9,4,1,1,classificatoria,turno,16,0
1,1,1,1,,LARISSA GONGRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,1,1,,,10,1,,2,classificatoria,turno,16,0
,,,*,,ALEXIA COCCO,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,2,,1,,,,classificatoria,turno,16,0
*,*,*,,,LIMA VIVIAN,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,,,,,,1,classificatoria,turno,16,0
6,6,5,6,,DIANA DUARTE,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,1,,1,,7,,,,classificatoria,turno,16,0
5,5,4,5,,GLAYCE VASCONCELOS,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,4,,32,2,12,6,6,,classificatoria,turno,16,0
,*,,,,ANA LUIZA RUDIGER,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,,,,,,,classificatoria,turno,16,0
4,4,3,4,,LORRAYNA MARYS DA SILVA,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,5,,,,8,4,2,1,classificatoria,turno,16,0
*,*,*,,,JHEOVANA EMANUELLE COSTA,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,,,,,2,3,,,classificatoria,turno,16,0
3,3,2,3,,LORENA VIEZEL,BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS x BARUERI VOLLEYBALL CLUB,ESPORTE CLUBE PINHEIROS,2,,,,9,1,,,classificatoria,turno,16,0
